MSA2000s,t_Pop_growth00_10,t_Income_growth00_10,t_hous_growth00_10,t_per_capita,t_medianvalue,t_density_pop,t_density_hhd,t_totpop,t_urban_pop,t_white,t_black,t_indian,t_asian_pac,t_other_race,t_hispanic,t_male,t_female,t_age0_17,t_age18_24,t_age25_34,t_age35_44,t_age45_54,t_age55_64,t_age65_74,t_age75over,t_m_ownkids,t_f_ownkids,t_hhder15_24,t_hhder25_34,t_hhder35_44,t_hhder45_54,t_hhder55_64,t_hhder65_74,t_hhder75over,t_hhd_1p,t_hhd_2p,t_hhd_3p,t_hhd_4p,t_hhd_5p,t_hhd_6more,t_owner_hous,t_renter_hous,t_work_inresidence,t_work_outresidence,t_work_notinplace,t_lccity,t_trans_priv,t_trans_public,t_trans_other,t_work_athome,t_traveltime5,t_traveltime5_14,t_traveltime15_29,t_traveltime30_44,t_traveltime45_59,t_traveltime60_89,t_traveltime90more,t_edu_9,t_edu_12,t_edu_hs,t_edu_coll,t_edu_assoc,t_edu_bachel,t_edu_grad,t_employed,t_unemployed,t_notlabor,t_hhdincome20k,t_hhdincomek20_30,t_hhdincomek30_40,t_hhdincomek40_50,t_hhdincomek50_60,t_hhdincomek60_75,t_hhdincomek75_100,t_hhdincomek100over,t_poverty_below,t_Vehic_0,t_Vehic_1,t_Vehic_2,t_Vehic_3,t_Vehic_4more,t_nevermarried,t_married_notsepar,t_married_separated,t_widowed,t_divorced,t_vehic_perhhd,w722,w4451,L722,L4451,Share100_4445_72,Sr4451_100,Sr722_120,Nr4451_100,Nr722_120,Share4451_722,Groc_non_food,Groc_food,Groc_non_food1,Groc_food1,S100_H,S120_H,pq_g,pq_r,pqr_nonfood,pqr_food
"Merced, CA MSA",0.0167077507,0.0300247319,0.014367732,13161.7,104870,104.19,31.766635814,200908.7,0.5018059743,0.5957231825,0.0411414327,0.0108939372,0.0730500982,0.2791913494,0.4150946361,0.500333701,0.499666299,0.3436576247,0.1044835254,0.1463299008,0.1403389128,0.1011325129,0.0698606094,0.0540339126,0.0401630015,0.0297401255,0.0804906702,0.0579050434,0.2067521325,0.2380842151,0.180055069,0.1267036079,0.1074408678,0.08423562,0.1771595613,0.2701693756,0.1660586923,0.1674954103,0.1062577696,0.1128591909,0.574260877,0.425739123,0.3176856229,0.4227095768,0.2596048003,0.3275058184,0.9043713566,0.0059985686,0.0564157775,0.0332142973,0.0594380469,0.3746498493,0.2949132772,0.103081454,0.0436184955,0.0389484572,0.0521361225,0.2144171054,0.1495191781,0.2365580121,0.2154158275,0.0707078578,0.078086505,0.0352955141,0.522783465,0.0736437039,0.3931028916,0.2997787651,0.1680051266,0.139939422,0.1051593724,0.0809352702,0.0852170584,0.066831484,0.0566044235,0.208342532,0.0981257357,0.3227320438,0.3820331576,0.1390136562,0.0580954066,0.2691472246,0.5388668815,0.0482477313,0.0570427039,0.0866954588,1.7630417215,8.1646706587,20.922651934,12.525,12.340909091,0.7076605283,1766.2840909,392.71296296,1.4362703975,3.5253909757,0.6910141509,0.9533734401,2.5462462747,663.78409091,1772.8181818,3.5449438386,1.4644408828,3.4996197148,1.5648492406,0.1730705829,1.3917786577
"Miami, FL PMSA",0.0152383791,0.0305818178,0.0115714994,17053.7,105190,1109.36,386.21294141,2158481.6,0.9870598976,0.7067243057,0.2036697666,0.0018308089,0.0139381678,0.0738369509,0.5489293912,0.4820459859,0.5179540141,0.2461990576,0.0936692818,0.1561895752,0.1555044714,0.1206882552,0.092443761,0.0730361177,0.0622694802,0.0188407848,0.0785113393,0.0385266888,0.1791482096,0.2260154058,0.1893010626,0.1469039047,0.1208236646,0.0992299341,0.2376917849,0.2811580506,0.1804093283,0.1527461842,0.0816433106,0.0663513414,0.5677991414,0.4322008586,0.1886601475,0.735978869,0.0753609835,0.3524363448,0.88280912,0.0542731684,0.0380091648,0.0249085467,0.0140424929,0.1652627367,0.3475515376,0.2641684715,0.0985305979,0.0625916713,0.0229439454,0.1562767253,0.1736125083,0.2256627743,0.1713862434,0.0650106828,0.1199228678,0.0881281981,0.544724351,0.0499194206,0.4036823889,0.313539628,0.1473045892,0.1236459274,0.0986405393,0.0760957561,0.0796938903,0.0710495561,0.0905232862,0.176176768,0.1483341227,0.3834613788,0.3366936412,0.0957602371,0.0357506202,0.2848414879,0.4602985457,0.0690567117,0.0728571687,0.112946086,1.5013127526,10.516908123,12.711918255,15.753652835,24.937901499,0.5726085522,2376.2633833,552.17173848,1.2429331466,4.41680419,0.5801145617,0.910931597,2.9906315578,732.88865096,2406.108137,3.6765110787,2.7441249119,3.9015631548,2.8239414475,0.376031192,2.4479102554
"Middlesex--Somerset--Hunterdon, NJ PMSA",0.0137999538,0.0394195562,0.0137427479,27538,178470,1076.65,385.25295848,1124699.2,0.8860433875,0.7715230894,0.076809436,0.0016535639,0.0954097219,0.0546041888,0.0995633147,0.4911319311,0.5088680689,0.236295424,0.0898661529,0.1619610715,0.1753048986,0.1323714055,0.087654386,0.0652783285,0.0512683328,0.0113479574,0.0392520336,0.026465907,0.1860498384,0.2512811322,0.204159803,0.1385406797,0.1089145992,0.0852947252,0.2181136199,0.3118699983,0.183852261,0.1724689824,0.0740777672,0.0396173712,0.7106800603,0.2893199397,0.1123295673,0.5426029987,0.345067434,0.0200854255,0.8736534929,0.0660092582,0.0336369123,0.0267003366,0.023487026,0.2161737399,0.3112835825,0.1974439797,0.0949090344,0.0842544645,0.0457478365,0.0599706743,0.0894902596,0.2780552964,0.1636011953,0.0561839125,0.2168065575,0.1358921045,0.6538212678,0.0298533525,0.3159408857,0.1213954853,0.0859653597,0.0973432352,0.0997854587,0.0950763345,0.1260471838,0.1485179828,0.2269453186,0.0496345185,0.0693771942,0.3160164381,0.4326155083,0.1303887964,0.051602063,0.2702637539,0.5599775045,0.0388819771,0.0634585996,0.0674181649,1.8008008484,11.065257466,15.971201743,11.792753623,25.192156863,0.6235312792,2636.0764706,441.65820213,1.2672085681,4.892418962,0.6499358063,1.2100251603,3.4288949395,954.8745098,2705.8647059,4.0603076981,2.451487032,4.6389200998,2.4985849504,0.3194533411,2.1791316093
"Milwaukee--Waukesha, WI PMSA",0.0046892475,0.0458947237,0.0089197204,20646.1,114630,1013.87,392.26347758,1480163.4,0.8658514847,0.7874971685,0.1509329004,0.0054261602,0.0184321386,0.0377116323,0.0548307016,0.4836368678,0.5163631322,0.2634957041,0.0942198624,0.14962898,0.1595418795,0.1250391906,0.0826689579,0.0656844498,0.0597209757,0.0150035296,0.0742720021,0.0536239466,0.1932301541,0.2291979949,0.1877468922,0.1282741885,0.1090858813,0.0990959068,0.2771332055,0.3221465215,0.1597240557,0.1405788569,0.0636183794,0.036798981,0.6059532026,0.3940467974,0.3431078637,0.5519407347,0.1049514016,0.4418046809,0.8898983437,0.0459818412,0.0392956005,0.0248242146,0.0283197275,0.2672589674,0.4308813802,0.1731298833,0.0425457599,0.0202809895,0.0127590776,0.0551724543,0.1143215396,0.3001101231,0.2102656328,0.0675935334,0.1721599861,0.0803767306,0.6439216627,0.0359675296,0.3193373003,0.2229366725,0.1337344101,0.1315132692,0.1151131953,0.0942607075,0.1066657229,0.0988513104,0.0978622177,0.1065737698,0.1253008472,0.352699909,0.3785417684,0.1065899724,0.036867503,0.3025572974,0.506332703,0.0329982822,0.0677980897,0.0903136277,1.593602194,8.2414488274,13.175990304,16.340775988,38.518427518,0.646730524,4296.014742,475.35870516,0.7106979246,3.9917824461,0.633614195,0.8976306868,3.0888468446,1263.027027,4346.2162162,3.7510915849,2.0489927559,3.9864775314,2.3051705457,0.3980886242,1.9070819215
"Minneapolis--St. Paul, MN--WI MSA",0.0188070136,0.0452549816,0.0196619571,23405.9,124050,489.13,186.7854879,2817401.4,0.8178058582,0.8792769707,0.0481672442,0.0080071727,0.0368861984,0.027662414,0.0279304337,0.492339034,0.507660966,0.2658754478,0.0950499969,0.1683992055,0.1736522651,0.1256054001,0.0745835594,0.0508423539,0.0459917714,0.0155412477,0.0561009147,0.0553336622,0.2198365759,0.2546490059,0.1914739057,0.116671729,0.0845326304,0.0775807365,0.2616035238,0.3250218784,0.1605554051,0.1532358535,0.0659606638,0.0336226754,0.7130128145,0.2869871855,0.252938197,0.665978878,0.081082925,0.3285871418,0.8801778946,0.0470721033,0.0359665826,0.0367834195,0.0254537356,0.2370976533,0.4064324454,0.1982331137,0.0595205237,0.0259213595,0.0105577493,0.0383989816,0.0660580926,0.2692375671,0.2327862092,0.079276456,0.2202982024,0.0939444911,0.7141143742,0.0284545063,0.2566366851,0.1660470136,0.118487315,0.1244236756,0.1144504173,0.1023336238,0.1202348033,0.1209372872,0.1335939827,0.0697763524,0.0838298693,0.3156414954,0.4232301125,0.1290341471,0.0482643758,0.2960351714,0.5365191013,0.026750594,0.0506737636,0.0900213697,1.7643565593,9.3625631508,15.281573582,20.371770636,42.757264957,0.5846345535,5083.4512821,552.19038337,0.5435361795,4.2897547704,0.5498376246,0.6306125337,2.7976476126,1160.2034188,5147.1230769,3.6298126528,2.5788738358,3.4282601463,2.8067808786,0.4253017299,2.3814791487
"Mobile, AL MSA",0.0125472394,0.0475757867,0.0168190098,16104.6,74690,184.18,69.283998839,521257.5,0.6032691107,0.6988202547,0.2737385977,0.0061398224,0.0102643184,0.0110370067,0.0121602443,0.4797265299,0.5202734701,0.2708552913,0.095457771,0.1390822641,0.1514280733,0.1240658836,0.0914542627,0.07216165,0.055494804,0.0143177992,0.0823779292,0.0517940285,0.176274861,0.2185684797,0.1873452182,0.1442154292,0.1262466918,0.0965676921,0.2393075279,0.324935519,0.1834547611,0.1486860133,0.0667934961,0.0368226825,0.7099718941,0.2900281059,0.362076408,0.3002897147,0.3376338773,0.5280813127,0.947479301,0.0073316908,0.0239724423,0.0212165659,0.0281724702,0.2317371102,0.3986685709,0.2024069913,0.065621515,0.0321031612,0.0200736152,0.0740681858,0.1661413085,0.3155836469,0.2049180086,0.0527679585,0.1221354456,0.0643854461,0.552326038,0.0426174674,0.4016627781,0.3278493701,0.152720202,0.1323502441,0.1036211212,0.0823072121,0.0778398259,0.065192628,0.0594587806,0.1708264504,0.0841574386,0.3407492293,0.3982601699,0.1311673073,0.0456658549,0.2440153784,0.5354978921,0.0399311907,0.0759646235,0.1045909153,1.7320570542,7.9211502783,9.8639372822,19.318996416,36.100628931,0.6196852528,3271.8993711,539.7804878,0.8110449013,3.9736099251,0.5949975924,0.7581484508,2.6581359026,934.77987421,3277.4213836,3.7777196274,2.3184713181,3.4162843534,2.3253932548,0.1787614375,2.1466318172
"Modesto, CA MSA",0.0189410544,0.028811507,0.0147508238,15658.4,124020,283.81,93.181983992,424054.5,0.7545522027,0.726033433,0.0232643175,0.0121589014,0.0450803398,0.1934630083,0.2876705967,0.4918346828,0.5081653172,0.3098154223,0.0981974181,0.1480527262,0.151882748,0.1128522534,0.0736087984,0.0571710981,0.0484195355,0.0262607778,0.0720527553,0.0517616595,0.1939486468,0.240494948,0.1911988228,0.1270277362,0.1058834171,0.0905366141,0.1956209414,0.2920540077,0.1704392799,0.1681431383,0.0931118051,0.0806308277,0.6156590389,0.3843409611,0.3661739115,0.4837543045,0.1500717839,0.4930424427,0.915965098,0.0086045838,0.0422822739,0.0331480443,0.0394006418,0.3116748727,0.3416126472,0.1290827985,0.0436386537,0.0401312186,0.0613111234,0.1391900739,0.1630872972,0.2610608694,0.2319244701,0.0675198151,0.094521245,0.0426962292,0.5477879723,0.068751951,0.382822203,0.2627708915,0.1465714754,0.1369167085,0.1133716543,0.0889912415,0.0967105726,0.0819764995,0.0740588333,0.1518221739,0.0809743926,0.3189340201,0.4013567142,0.1430413684,0.0556935047,0.2485878212,0.5381199262,0.050864213,0.0605241168,0.1019039227,1.7978441937,7.9773696294,19.972452705,14.382075472,19.438709677,0.6891848644,2924.3354839,431.32263514,1.1133881695,4.2524244925,0.6827204477,1.0748433894,3.2736413611,965.38064516,2940.2516129,4.2848564124,1.9324252396,4.3484847505,2.020864176,0.178953803,1.841910373
"Monmouth--Ocean, NJ PMSA",0.0133515023,0.0410109379,0.0150498485,24748.8,154520,978.34,367.22524614,1084250,0.9201762237,0.8907477881,0.0583499541,0.001386289,0.0250476564,0.0244683125,0.0507212603,0.480192452,0.519807548,0.244516172,0.073109402,0.1291842185,0.1626938187,0.1279253322,0.0924140468,0.087910495,0.0822465147,0.0108939391,0.0406089384,0.0194998042,0.1409638592,0.2224245915,0.1897262685,0.1416800867,0.144415698,0.1412240673,0.2474266472,0.325390249,0.1601079109,0.1563828951,0.0725673438,0.0381249539,0.7829181559,0.2170818441,0.0940185326,0.4511096686,0.4548717988,0.0499487298,0.8847576773,0.0577073957,0.0295497237,0.0279852033,0.0301024416,0.2417935567,0.2812154541,0.1600518724,0.0830136684,0.1074267321,0.0684110714,0.0499809114,0.112767074,0.3254965005,0.1917737377,0.0593711177,0.1688382473,0.0917724114,0.5822094808,0.0308206148,0.3819780687,0.1803271217,0.1129575593,0.1114112462,0.1021760355,0.0889985968,0.1134104445,0.1216483131,0.169601802,0.0615580758,0.0821348257,0.3549184768,0.3993512787,0.1191902337,0.0444051851,0.2352383764,0.5717856318,0.0308314604,0.0904190219,0.0717255095,1.7064617511,10.143345748,15.79451567,12.377234243,29.25,0.6709296478,3068.21875,391.50123092,1.1794721715,4.9906416255,0.6689480107,1.1795114872,3.6900253759,1000.0333333,3128.5395833,4.2554692493,2.087176754,4.8695368631,2.409858225,0.4263251308,1.9835330941
"Monroe, LA MSA",0.0035021782,0.048955487,0.0089319598,15136.7,67640,238.65,88.11187329,145732.3,0.7747074387,0.6557409748,0.3284731152,0.0021062887,0.0060298711,0.0076497502,0.0108240704,0.4716860876,0.5283139124,0.2836161839,0.1218889546,0.1416360683,0.1413730692,0.1135602505,0.081244616,0.0645550833,0.0521257742,0.0162171599,0.1003466797,0.0767815869,0.1872936234,0.2121082352,0.1802552177,0.1334354616,0.1149691112,0.0952339644,0.2525086719,0.3127232751,0.18197365,0.1438656402,0.0669099744,0.0420187883,0.6432531474,0.3567468526,0.2915969122,0.2948618429,0.4135412449,0.5703950041,0.9432091706,0.0133390043,0.0269556854,0.0164961397,0.0303782054,0.3122240487,0.4530966126,0.1279308783,0.0283081323,0.013206288,0.0183596951,0.0801984572,0.1546627197,0.2990591564,0.2214468024,0.0289283189,0.1411206919,0.0745838535,0.5705376325,0.0520368478,0.376352359,0.3707868541,0.1498260667,0.121763981,0.0928611206,0.074912815,0.0648430932,0.0659004769,0.0599434418,0.2115708925,0.1201714939,0.3593965197,0.3805729845,0.1071867803,0.0326722217,0.2861909935,0.488960709,0.0545408904,0.0748304831,0.095476924,1.583344696,7.7356273605,9.261199173,20.025210084,25.910714286,0.6066079126,2216.0892857,620.07692308,1.0407645159,4.1073028216,0.5162815574,0.6044797478,2.3197525954,580.80357143,2228.8928571,4.1216319188,2.6729248828,2.9242323432,2.739794003,0.1821523754,2.5576416276
"Montgomery, AL MSA",0.0130630718,0.0443046004,0.016918708,16914.4,78160,159.84,59.301170927,320893.6,0.6291980157,0.5992638323,0.3803858995,0.0028405508,0.0074077455,0.0101019719,0.0107534952,0.4819128252,0.5180871748,0.2653147172,0.1077118885,0.1518893735,0.1565147694,0.121571656,0.0832481944,0.0627297378,0.0510196632,0.0144808473,0.0888126885,0.0558193903,0.190905037,0.2267871504,0.1883474056,0.1362945914,0.1123989756,0.0891461165,0.2591683922,0.3147338213,0.1822017036,0.1462583343,0.0623662688,0.0352714798,0.6866700532,0.3133299468,0.6036615875,0.1609917157,0.2353466969,0.765476582,0.9529430081,0.0076327805,0.0217717449,0.0176524665,0.0257616977,0.2572997216,0.4474584277,0.1705553557,0.0466896736,0.0194262002,0.0151564571,0.0709949477,0.1529294736,0.2749980037,0.2133342901,0.0513619489,0.1466989296,0.0896824063,0.5673438484,0.0376800039,0.3778414296,0.2919540643,0.1492039277,0.1353761119,0.1074998953,0.0852816301,0.0856172463,0.0725041251,0.0716278927,0.149564361,0.0885751116,0.3361012178,0.3838005291,0.1405596963,0.0509634452,0.270387131,0.4978527308,0.048115767,0.0743709291,0.1092734421,1.7505013468,7.4568351889,8.8951701427,23.069473684,35.725490196,0.5752996062,2936.0882353,570.41025641,0.8569635429,3.9319503734,0.5856339066,0.8648358453,2.5412413705,1009.1862745,2965.4019608,3.2055561483,2.3664208077,3.4060772158,2.4099747196,0.1656628151,2.2443119045
"Naples, FL MSA",0.051525764,0.0384737969,0.0525475109,28252.3,140720,109.4,44.728558055,221593.6,0.7135770324,0.8767552414,0.0455772396,0.0028853443,0.0055210161,0.0692611586,0.1781684343,0.4991577438,0.5008422562,0.1989114115,0.069923202,0.122601789,0.1316172085,0.1121401886,0.125301788,0.1407775398,0.0987268726,0.015902853,0.0387978353,0.0301801232,0.1292526242,0.1671142822,0.148372174,0.1672710229,0.2049743288,0.1525583107,0.2392065882,0.4574940848,0.1217194054,0.0984860448,0.0475060756,0.0355878012,0.7396634369,0.2603365631,0.134536467,0.3634506333,0.5020128997,0.3181142015,0.8958156317,0.0186427327,0.042517078,0.0430245576,0.029587163,0.2645628588,0.3934814602,0.1719464058,0.0511090085,0.0308048144,0.0154837317,0.0814320513,0.1091995647,0.2741395997,0.214568678,0.0581957878,0.1719464573,0.0905178612,0.5213143707,0.0202390075,0.458101096,0.1825431238,0.1427792304,0.1323374013,0.1146884415,0.0871594872,0.0939779909,0.0928767413,0.1544005281,0.1019558271,0.0497258512,0.42285375,0.4146791268,0.0854603916,0.0272808803,0.185707312,0.5984286092,0.0422537766,0.0755478561,0.0980624461,1.6319225612,10.04527228,14.25152439,17.295302013,42.597402597,0.5436384756,3677.4675325,513.88709677,0.8499646768,4.7907099965,0.5943795578,1.2461696397,3.1416902155,1466.1428571,3696.2597403,3.6576298128,3.0704256446,4.3878598552,2.9943924408,0.5190855705,2.4753068704
"Nashua, NH PMSA",0.0056116727,0.0367018268,0.0088561645,24413.2,142610,592.02,218.55296727,187831.4,0.7198699811,0.9446222654,0.0119460125,0.0021247986,0.0205895736,0.0207173498,0.0294351554,0.4956676422,0.5043323578,0.2720174173,0.0755968587,0.1598276306,0.18789444,0.1351230682,0.0804934643,0.0501982713,0.0388488495,0.0170242385,0.0476577367,0.034388167,0.2072551063,0.2740845401,0.2085471902,0.1280476677,0.084689051,0.0637294276,0.2125588615,0.3234765496,0.1800689275,0.1811459326,0.0718948707,0.030854858,0.6962341433,0.3037658567,0.2407276788,0.3391290261,0.4201432951,0.3425794924,0.9342009554,0.0082257461,0.024708112,0.0328651864,0.0267895818,0.2623057627,0.3296237851,0.1749843205,0.079469831,0.0745372879,0.0194242446,0.0347666684,0.0806478325,0.2636259525,0.2010233984,0.0958981858,0.2183818724,0.1056560901,0.7183561752,0.0307991865,0.2492262136,0.1268686912,0.0980178823,0.1092454779,0.1133454634,0.1078312581,0.1395428848,0.1413430422,0.1648513281,0.0451652265,0.0541258978,0.2778850912,0.4744581547,0.1385774053,0.0552250525,0.2418285239,0.5929965103,0.0271576197,0.0475060786,0.0905112676,1.8895381175,9.6109118369,10.25198556,16.198776758,35.974025974,0.6948538823,3823.987013,485.30246914,1.1099275088,4.6703443226,0.6989707107,1.5426695054,4.3148936416,1389.8831169,3887.5454545,5.6346406934,2.4744608563,5.8575631469,2.5227066663,0.2460435409,2.2766631255
"Nashville, TN MSA",0.0225675494,0.0461578053,0.0246743153,20381.9,107360,284.15,110.10731324,1157425.5,0.6781740975,0.8052085979,0.1554809446,0.0026760854,0.0143936722,0.0222406999,0.0251534678,0.4874842165,0.5125157835,0.2490601462,0.1043637282,0.1668286092,0.1680556955,0.1279411752,0.0816989839,0.0566792817,0.0453723802,0.0153040412,0.0647946431,0.0624073652,0.2137419703,0.2386370075,0.190416628,0.1267358686,0.093481895,0.0745936335,0.2577663423,0.3317389726,0.1818376821,0.1447257439,0.0570398257,0.0268914334,0.6514849546,0.3485150454,0.5035892633,0.2704427219,0.2259680148,0.646286144,0.9332480021,0.0118926567,0.0246264719,0.0302328693,0.0224999263,0.2174008447,0.3828216579,0.2161595094,0.0798271806,0.0356846168,0.0153733951,0.0737122048,0.1343494811,0.2840724284,0.2062258443,0.0495178893,0.1703139989,0.0818081531,0.6583812261,0.0316621756,0.3086941982,0.2300520873,0.1432366604,0.1357509987,0.1163355188,0.0927513144,0.0987040595,0.0882359686,0.0952031982,0.1016286209,0.070532029,0.3266663377,0.4119423085,0.1402238579,0.0506354669,0.2594837095,0.5307655851,0.0388325877,0.0598279026,0.1110902151,1.7939648748,9.7629807144,13.40708765,22.229832572,30.557788945,0.5386228959,3178.6105528,663.7892562,0.8875061434,4.3171153107,0.5304761808,0.7815784943,2.8316797771,880.64572864,3190.6030151,3.7687613893,3.228270148,3.6132582714,3.1980904792,0.3171028232,2.8809876561
"Nassau--Suffolk, NY PMSA",0.0054120474,0.034362512,0.0068454527,26759.8,204920,2261.37,749.64444621,2710502.7,0.9620889109,0.8392837565,0.0815840556,0.0020375483,0.0320466014,0.0450480382,0.0908545832,0.4857470564,0.5142529436,0.247539197,0.0834161481,0.1395343414,0.1671584872,0.134941183,0.0964461428,0.0730557057,0.057908795,0.0105882106,0.0391635119,0.0136425592,0.1395349701,0.2398804087,0.2155197348,0.1617337963,0.1303835302,0.0991427787,0.1796498322,0.2917980319,0.184436429,0.1882061092,0.0948855565,0.0610240411,0.8010541232,0.1989458768,0.1244224432,0.868988339,0.0065892179,0,0.8312585643,0.1118992611,0.0304896109,0.0263525637,0.0212936255,0.2142013294,0.2996498802,0.1834897695,0.0802870785,0.1075883794,0.0671373738,0.0514093847,0.0938053298,0.2982663329,0.1840625782,0.0735039868,0.1688567988,0.1300955887,0.6242358867,0.0261368289,0.348981441,0.1238169904,0.0809792313,0.0885562396,0.0920644116,0.092699624,0.1259647325,0.1525070621,0.2437473668,0.0510699492,0.0657771097,0.2779412613,0.4385956587,0.1508891598,0.0667968105,0.2641592001,0.5646831377,0.0398896975,0.0723108062,0.0589571586,1.9016764926,11.354959358,16.422218644,11.062706878,23.980694981,0.6438027377,2456.5111969,436.57600161,1.4412101981,5.5277923197,0.6262189785,1.0187430777,3.6392493955,706.86640927,2525.1343629,4.696310858,2.5983317129,4.6579924732,2.7802881174,0.354742483,2.4255456344
"New Bedford, MA PMSA",-0.000252506,0.0432791116,0.0038770758,17672.3,134180,818.53,314.70041226,175330.9,0.8518644899,0.8766268142,0.02702258,0.0038015197,0.0062110506,0.0863380354,0.0540819007,0.4780227455,0.5219772545,0.2391728947,0.0978754209,0.1352010871,0.1499943423,0.1256674268,0.0905629737,0.0812622735,0.0802635809,0.0159714152,0.0783686351,0.0410106161,0.1584718104,0.2071486174,0.1845301678,0.1396533647,0.1333822175,0.1352863985,0.2698647921,0.3119843267,0.1795025275,0.1493976154,0.0618685305,0.0273822078,0.5939085859,0.4060914141,0.2840059981,0.3137833079,0.402210694,0.4200987824,0.9139388123,0.0201614137,0.0452572986,0.0206424754,0.0342581568,0.3331569343,0.3703137559,0.1092630727,0.0519915499,0.054316216,0.026057839,0.1930135737,0.1551282123,0.2870461911,0.1426479156,0.0594531385,0.1069811786,0.0557297902,0.5671129328,0.0510023397,0.3800610888,0.3145657409,0.1351552115,0.1218669164,0.1033355705,0.0836365705,0.0921849639,0.0785629431,0.0706064681,0.125072916,0.1512692377,0.3860103736,0.3406773405,0.0920707764,0.0301643597,0.2741134518,0.5045120223,0.0465084809,0.0868129125,0.0880531325,1.4768586172,8.5965943645,15.336842105,12.812987013,29.482758621,0.6589277809,3555.5,386.65014577,0.8604498669,5.0885224889,0.6243635593,0.7433248376,3.1443656853,863.87931034,3654.3275862,4.0408357639,2.0916052731,3.8876905229,2.3389549391,0.3348930223,2.0040619168
"New Haven--Meriden, CT PMSA",0.0022349237,0.0334187008,0.0043918165,23104.9,157760,1252.54,479.07476731,538558.3,0.9188857657,0.7916837384,0.1283194043,0.0022014495,0.0238443547,0.0539510531,0.0874790254,0.4806535085,0.5193464915,0.2375220674,0.0996522741,0.1479170257,0.1589721225,0.1279240893,0.0870531571,0.0714174676,0.0695417964,0.0126596585,0.0686034595,0.040693907,0.1800343835,0.2219516941,0.1920753031,0.1349736273,0.1166969959,0.1127810025,0.2766297324,0.3178421399,0.1686031051,0.1442136105,0.0621517093,0.0305597028,0.6260983111,0.3739016889,0.2123209341,0.3929457191,0.3947333468,0.3099653806,0.8865528372,0.0357937803,0.0515083757,0.0261450068,0.0283673038,0.2917370543,0.3986818245,0.1577781846,0.0495677721,0.0320118348,0.0157110191,0.0608050928,0.1112100352,0.2954497951,0.1693487344,0.0609669029,0.161598486,0.1406209537,0.6226430726,0.0385774607,0.3380690414,0.2100378683,0.112257747,0.1156914043,0.1035388219,0.0904804104,0.1104982972,0.1158869582,0.1412649134,0.0890249377,0.1254378504,0.3480552894,0.376462501,0.1116044726,0.0383397507,0.3023462433,0.4975563931,0.039182393,0.0735244022,0.0873905683,1.6058409544,10.186006699,14.681180812,12.993230174,31.511627907,0.6292426459,3463.2034884,425.35146022,0.8349964488,4.8206481029,0.6143555296,0.8425599632,2.9509259965,1009.0581395,3534.0581395,3.6673626589,2.1608542985,3.7934859597,2.3812545239,0.3290905481,2.0521639758
"New London--Norwich, CT--RI MSA",0.0095989735,0.0392754247,0.0151471478,21901.5,141230,442.61,169.24254186,285541.9,0.6103534451,0.8926356977,0.0466753438,0.0079825146,0.0175913756,0.0351150682,0.0424103384,0.4963259449,0.5036740551,0.239084131,0.0954167426,0.1509415884,0.1650602708,0.1269119386,0.0894181348,0.0709372433,0.0622299505,0.0165023862,0.0583246103,0.0442133891,0.1826249487,0.2293906278,0.1871787124,0.1383654425,0.1176006335,0.1013873415,0.2573230562,0.3389806358,0.1721159856,0.1476521518,0.0586055934,0.0253225772,0.6575118335,0.3424881665,0.1624476093,0.3319510821,0.5056013086,0.2247304516,0.9037882545,0.0142897294,0.0514804075,0.0304416086,0.0381948834,0.3063967103,0.3887176571,0.1434660757,0.0432135072,0.0355732235,0.0139963343,0.0574152611,0.1060050088,0.3265108415,0.1974786875,0.0730420198,0.140881608,0.0986665734,0.6083299844,0.0320626164,0.3196126234,0.1833267796,0.1306221444,0.1276823881,0.118493486,0.1024054421,0.1198525692,0.1091928015,0.1094677674,0.0629078596,0.0730546349,0.32937685,0.4193570846,0.1324156442,0.0457957863,0.2579623176,0.5332965571,0.0405549305,0.0684052568,0.099780938,1.7680010294,10.447177126,12.903757077,12.977987421,35.981481481,0.6188512447,3462.7592593,420.89326765,0.9881657996,5.5721571476,0.6205165056,1.0185518979,3.492864162,1030.75,3534.6944444,4.1850743046,2.5775755901,4.5114160599,2.7590046608,0.3796112117,2.3793934492
